"NAME:","matan w 3"
"EXPERIMENT TIME:","Thu Jun 01 12:00:05 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","110"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"28.370272256000003","5.61","1.69","-5.22"
"28.454158336000003","9.65","-5.30","-4.31"
"28.56321024","7.92","-3.26","-3.53"
"28.621930496","8.55","-1.49","-2.63"
"28.705816576","6.75","-1.10","-1.02"
"28.764536832","9.81","-1.57","-6.00"
"28.873588736000002","15.65","-5.30","-7.02"
"28.957474816","9.02","-1.26","-4.31"
"29.418848256","3.92","-3.30","-4.39"
"29.913776128000002","12.63","-2.55","-3.92"
"29.94733056","6.35","-2.55","-3.33"
"29.955719168","7.14","-3.80","-2.16"
"29.964107776000002","8.12","-3.06","-0.755.88"
"29.9892736","7.22","-1.14","-0.43"
"30.073159680000003","13.30","-3.61","-2.00"
"30.157045760000003","19.93","-4.04","-8.00"
"30.249320448000002","5.14","0.31","-4.55"
"30.32481792","10.36","-2.51","-4.39"
"30.391926784000002","11.06","-2.43","-3.57"
"30.492590080000003","7.45","-2.63","-2.79"
"30.576476160000002","7.10","-4.20","-0.59"
"30.635196416000003","5.69","-2.51","-3.14"
"30.727471104000003","13.38","-3.88","-2.94"
"30.794579968","8.12","-5.88","-5.10"
"30.928797696","4.75","0.86","-4.00"
"30.99590656","10.47","-6.20","-4.82"
"31.063015424000003","9.02","-2.28","-3.73"
"31.130124288","7.85","-0.90","-2.35"
"31.205621760000003","6.43","-1.65","-0.75"
"31.289507840000002","12.75","-3.18","-3.41"
"31.37339392","17.34","-3.96","-5.22"
"31.465668608","5.26","-0.94","-4.59"
"31.549554688","8.00","-2.16","-3.92"
"31.608274944","13.81","-2.90","-5.06"
"31.742492672","7.73","-2.51","-2.94"
"31.809601536000002","6.55","-3.53","-1.49"
"31.8767104","8.24","-2.16","-0.75"
"31.943819264000002","13.89","-2.55","-2.04"
"32.010928128","13.14","-7.18","-3.88"
"32.094814208","3.65","-1.14","-5.45"
"32.187088896","12.43","-3.96","-5.65"
"32.270974976000005","8.20","-4.98","-3.02"
"32.354861056000004","7.41","-1.22","-3.14"
"32.430358528","7.34","-0.55","-1.92"
"32.514244608","9.22","-2.28","-2.98"
"32.598130688000005","14.08","-1.37","-2.51"
"32.698793984000005","12.32","-0.20","-4.63"
"32.774291456","1.77","-2.35","-5.45"
"32.841400320000005","9.65","-3.10","-2.79"
"32.908509184","6.00","-0.98","-4.31"
"33.042726912","8.71","-3.88","-2.82"
"33.109835776000004","8.12","-4.28","-1.14"
"33.151778816000004","6.39","-3.80","-2.59"
"33.235664896","14.71","-3.06","-5.61"
"33.319550976","3.65","-4.90","-4.59"
"33.403437056","11.14","-0.24","-4.20"
"33.462157312","8.79","-5.41","-2.43"
"33.546043392","7.96","-2.55","-3.41"
"33.680261120000004","7.18","-0.86","-1.92"
"33.738981376000005","6.90","-1.88","-0.86"
"33.814478848","14.47","-1.88","-1.92"
"33.881587712000005","16.16","-1.37","-5.88"
"34.01580544","3.45","-2.79","-4.90"
"34.082914304","7.37","-1.80","-4.47"
"34.108080128000005","12.47","-2.00","-4.43"
"34.191966208000004","8.20","-3.92","-3.22"
"34.284240896","7.06","-3.33","-1.37"
"34.376515584","7.41","-3.41","-2.47"
"34.435235840000004","13.61","-5.49","-2.51"
"34.51912192","13.38","-7.85","-6.71"
"34.628173824","4.51","1.29","-3.49"
"34.695282688","11.65","-7.77","-3.30"
"34.762391552000004","7.34","-1.92","-3.37"
"34.89660928","7.49","-1.61","-3.10"
"34.930163712","8.51","-1.02","-1.41"
"35.903242240000004","9.41","-3.61","-4.20"
"36.398170112","14.95","-5.81","-5.14"
"36.893097984","8.67","-0.31","-5.73"
"36.901486592000005","5.96","-2.98","-5.26"
"37.413191680000004","12.04","-2.47","-3.925.53"
"37.891342336","10.04","0.47","-4.31"
"38.386270208","7.41","-2.63","-3.49"
"38.403047424","7.34","-3.80","-2.317.88"
"38.411436032000005","6.20","-3.61","-2.94"
"38.470156288000005","6.16","-3.26","-0.98"
"38.495322112000004","8.08","-3.80","-2.82"
"38.50371072","10.24","-2.94","-0.0414.12"
"38.520487936","9.02","-8.55","-2.51"
"38.528876544","6.00","-0.98","-2.59"
"38.579208192","8.79","-1.57","-3.18"
"38.663094272","8.51","-1.26","-0.75"
"38.755368960000006","8.90","-3.37","-4.12"
"38.822477824","14.87","-8.24","-4.08"
"38.906363904","8.83","-0.51","-5.49"
"38.998638592","4.82","-1.84","-5.10"
"39.057358848","12.63","-1.92","-5.02"
"39.141244928","7.02","-3.06","-3.18"
"39.225131008000005","7.49","-3.18","-2.08"
"39.309017088000004","8.24","-2.71","-1.57"
"39.418068992","12.36","-2.43","-2.08"
"39.485177856","13.89","-5.84","-5.45"
"39.552286720000005","6.59","-0.08","-3.53"
"39.619395584","9.45","-5.61","-4.43"
"39.72005888","8.32","-3.26","-3.37"
"39.787167744","5.92","-0.86","-2.63"
"39.871053824","8.51","-2.16","-2.04"
"39.954939904","8.51","-2.39","-3.22"
"40.047214592","13.53","-1.10","-0.86"
"40.105934848000004","11.77","-1.88","-4.08"
"40.189820928","4.43","-1.88","-3.65"
"40.273707008","8.83","-2.59","-5.22"
"40.349204480000004","11.26","-1.80","-3.14"
"40.483422208","6.75","-2.55","-2.90"
"40.550531072000005","6.35","-3.80","-0.75"
"40.626028544","8.51","-3.61","-3.41"
"40.701526016","11.69","-4.90","-1.10"
