"NAME:","elon0"
"EXPERIMENT TIME:","Thu Jun 01 12:05:19 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","95"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"46.909095936","-10.98","8.00","2.35"
"46.917484544000004","-5.84","3.49","-1.10"
"46.934261760000005","-6.63","6.08","-2.55-5.14"
"46.942650368","-7.41","3.77","-1.92"
"46.992982016000006","-6.86","2.79","-0.94"
"47.093645312","-9.30","6.32","-1.61"
"47.152365568","-10.08","5.53","0.82"
"47.22786304","-7.96","5.77","-7.53"
"47.362080768000006","-12.59","9.81","-2.16"
"47.429189632","-4.00","3.73","-0.71"
"47.47952128","-4.24","5.57","-1.45"
"47.555018752","-5.14","6.55","-1.14"
"47.647293440000006","-10.40","7.65","-4.16"
"47.731179520000005","-3.84","9.65","-1.45"
"47.815065600000004","-6.83","3.49","-2.28"
"47.882174464","-12.75","9.77","-2.28"
"47.966060544","-6.35","4.63","-2.35"
"48.049946624","-4.71","3.22","-1.02"
"48.184164352","-7.22","2.94","0.86"
"48.242884608000004","-16.44","13.10","3.77"
"48.309993472","-16.36","9.30","0.67"
"48.377102336","-3.69","2.51","-3.45"
"48.452599808","-12.67","5.26","-3.49"
"48.536485888","-7.49","7.53","-2.71"
"48.628760576000005","-3.57","4.90","-2.12"
"48.687480832000006","-6.59","6.39","-0.31"
"48.771366912000005","-10.63","13.57","-1.92"
"48.846864384","-8.98","14.98","-5.57"
"48.930750464000006","-5.73","4.16","-2.71"
"49.014636544000005","-10.59","6.86","-4.39"
"49.148854272","-8.47","3.37","-2.28"
"49.207574528","-5.22","2.90","-1.10"
"49.283072000000004","-7.96","3.10","0.55"
"49.350180864","-12.87","7.65","2.39"
"49.425678336000004","-20.01","6.12","-6.20"
"49.4927872","-6.24","4.04","0.55"
"49.57667328","-8.55","3.14","-2.79"
"49.677336576","-7.92","7.02","-3.73"
"49.761222656","-4.98","6.67","-1.02"
"49.828331520000006","-6.67","5.53","-1.22"
"49.903828992","-12.55","11.85","-2.08"
"49.996103680000004","-12.67","14.16","-7.77"
"50.105155584","-6.12","6.71","-2.08"
"50.16387584","-8.00","5.92","-2.43"
"50.230984704","-7.88","4.16","-2.86"
"50.331648","-5.92","3.14","-0.98"
"50.390368256","-7.81","3.92","0.00"
"50.474254336","-12.51","5.77","2.67"
"50.558140416","-19.85","7.41","-6.63"
"50.650415104000004","-5.02","3.65","0.08"
"50.725912576000006","-8.94","3.14","-1.53"
"50.793021440000004","-7.30","6.98","-3.02"
"50.87690752","-4.86","6.00","-2.39"
"50.9607936","-8.87","6.16","-0.90"
"51.061456896","-13.69","10.59","-1.80"
"51.12856576","-12.20","11.34","-8.59"
"51.195674624000006","-5.81","6.51","-1.49"
"51.304726528","-7.77","5.96","-2.86"
"51.380224000000005","-7.77","4.31","-3.18"
"51.438944256000006","-7.14","3.65","-1.37"
"51.53960755200001","-8.94","4.47","-0.47"
"51.623493632000006","-10.67","6.28","1.33"
"51.707379712000005","-11.73","5.45","-6.47"
"51.766099968000006","-10.63","8.43","1.14"
"51.849986048000005","-8.28","2.16","-2.43"
"52.38685696","-7.88","6.67","-3.14"
"52.873396224000004","-5.06","7.10","-1.41"
"52.898562048","-7.85","5.26","-1.26"
"52.898562048","-13.18","10.71","-1.57"
"52.90695065600001","-13.14","10.43","-8.98-8.47"
"52.90695065600001","-3.77","3.18","-2.16"
"53.041168384","-10.67","4.82","-3.18"
"53.108277248","-6.86","7.14","-2.98"
"53.175386112000005","-4.59","6.39","-1.37"
"53.217329152000005","-6.47","5.84","-0.55"
"53.301215232000004","-9.92","11.34","-2.39"
"53.39348992","-4.94","10.67","-2.55"
"53.494153216","-7.45","3.53","-3.18"
"53.552873472","-11.77","7.77","-2.63"
"53.636759552","-6.59","5.14","-1.96"
"53.720645632","-6.00","3.30","-1.29"
"53.804531712000006","-7.26","3.14","-0.67"
